stage,chain,draw,diverging
base,2,171,False
base,2,172,False
base,2,173,False
base,2,174,False
base,2,175,False
base,2,176,False
base,2,177,False
base,2,178,False
base,2,179,False
base,2,180,False
base,2,181,False
base,2,182,False
base,2,183,False
base,2,184,False
base,2,185,False
base,2,186,False
base,2,187,False
base,2,188,False
base,2,189,False
base,2,190,False
base,2,191,False
base,2,192,False
base,2,193,False
base,2,194,False
base,2,195,False
base,2,196,False
base,2,197,False
base,2,198,False
base,2,199,False
base,2,200,False
base,2,201,False
base,2,202,False
base,2,203,False
base,2,204,False
base,2,205,False
base,2,206,False
base,2,207,False
base,2,208,False
base,2,209,False
base,2,210,False
base,2,211,False
base,2,212,False
base,2,213,False
base,2,214,False
base,2,215,False
base,2,216,False
base,2,217,False
base,2,218,False
base,2,219,False
base,2,220,False
base,2,221,False
base,2,222,False
base,2,223,False
base,2,224,False
base,2,225,False
base,2,226,False
base,2,227,False
base,2,228,False
base,2,229,False
base,2,230,False
base,2,231,False
base,2,232,False
base,2,233,False
base,2,234,False
base,2,235,False
base,2,236,False
base,2,237,False
base,2,238,False
base,2,239,False
base,2,240,False
base,2,241,False
base,2,242,False
base,2,243,False
base,2,244,False
base,2,245,False
base,2,246,False
base,2,247,False
base,2,248,False
base,2,249,False
base,2,250,False
base,2,251,False
base,2,252,False
base,2,253,False
base,2,254,False
base,2,255,False
base,2,256,False
base,2,257,False
base,2,258,False
base,2,259,False
base,2,260,False
base,2,261,False
base,2,262,False
base,2,263,False
base,2,264,False
base,2,265,False
base,2,266,False
base,2,267,False
base,2,268,False
base,2,269,False
base,2,270,False
base,2,271,False
base,2,272,False
base,2,273,False
base,2,274,False
base,2,275,False
base,2,276,False
base,2,277,False
base,2,278,False
base,2,279,False
base,2,280,False
base,2,281,False
base,2,282,False
base,2,283,False
base,2,284,False
base,2,285,False
base,2,286,False
base,2,287,False
base,2,288,False
base,2,289,False
base,2,290,False
base,2,291,False
base,2,292,False
base,2,293,False
base,2,294,False
base,2,295,False
base,2,296,False
base,2,297,False
base,2,298,False
base,2,299,False
base,2,300,False
base,2,301,False
base,2,302,False
base,2,303,False
base,2,304,False
base,2,305,False
base,2,306,False
base,2,307,False
base,2,308,False
base,2,309,False
base,2,310,False
base,2,311,False
base,2,312,False
base,2,313,False
base,2,314,False
base,2,315,False
base,2,316,False
base,2,317,False
base,2,318,False
base,2,319,False
base,2,320,False
base,2,321,False
base,2,322,False
base,2,323,False
base,2,324,False
base,2,325,False
base,2,326,False
base,2,327,False
base,2,328,False
base,2,329,False
base,2,330,False
base,2,331,False
base,2,332,False
base,2,333,False
base,2,334,False
base,2,335,False
base,2,336,False
base,2,337,False
base,2,338,False
base,2,339,False
base,2,340,False
base,2,341,False
base,2,342,False
base,2,343,False
base,2,344,False
base,2,345,False
base,2,346,False
base,2,347,False
base,2,348,False
base,2,349,False
base,2,350,False
base,2,351,False
base,2,352,False
base,2,353,False
base,2,354,False
base,2,355,False
base,2,356,False
base,2,357,False
base,2,358,False
base,2,359,False
base,2,360,False
base,2,361,False
base,2,362,False
base,2,363,False
base,2,364,False
base,2,365,False
base,2,366,False
base,2,367,False
base,2,368,False
base,2,369,False
base,2,370,False
base,2,371,False
base,2,372,False
base,2,373,False
base,2,374,False
base,2,375,False
base,2,376,False
base,2,377,False
base,2,378,False
base,2,379,False
base,2,380,False
base,2,381,False
base,2,382,False
base,2,383,False
base,2,384,False
base,2,385,False
base,2,386,False
base,2,387,False
base,2,388,False
base,2,389,False
base,2,390,False
base,2,391,False
base,2,392,False
base,2,393,False
base,2,394,False
base,2,395,False
base,2,396,False
base,2,397,False
base,2,398,False
base,2,399,False
base,2,400,False
base,2,401,False
base,2,402,False
base,2,403,False
base,2,404,False
base,2,405,False
base,2,406,False
base,2,407,False
base,2,408,False
base,2,409,False
base,2,410,False
base,2,411,False
base,2,412,False
base,2,413,False
base,2,414,False
base,2,415,False
base,2,416,False
base,2,417,False
base,2,418,False
base,2,419,False
base,2,420,False
base,2,421,False
base,2,422,False
base,2,423,False
base,2,424,False
base,2,425,False
base,2,426,False
base,2,427,False
base,2,428,False
base,2,429,False
base,2,430,False
base,2,431,False
base,2,432,False
base,2,433,False
base,2,434,False
base,2,435,False
base,2,436,False
base,2,437,False
base,2,438,False
base,2,439,False
base,2,440,False
base,2,441,False
base,2,442,False
base,2,443,False
base,2,444,False
base,2,445,False
base,2,446,False
base,2,447,False
base,2,448,False
base,2,449,False
base,2,450,False
base,2,451,False
base,2,452,False
base,2,453,False
base,2,454,False
base,2,455,False
base,2,456,False
base,2,457,False
base,2,458,False
base,2,459,False
base,2,460,False
base,2,461,False
base,2,462,False
base,2,463,False
base,2,464,False
base,2,465,False
base,2,466,False
base,2,467,False
base,2,468,False
base,2,469,False
base,2,470,False
base,2,471,False
base,2,472,False
base,2,473,False
base,2,474,False
base,2,475,False
base,2,476,False
base,2,477,False
base,2,478,False
base,2,479,False
base,2,480,False
base,2,481,False
base,2,482,False
base,2,483,False
base,2,484,False
base,2,485,False
base,2,486,False
base,2,487,False
base,2,488,False
base,2,489,False
base,2,490,False
base,2,491,False
base,2,492,False
base,2,493,False
base,2,494,False
base,2,495,False
base,2,496,False
base,2,497,False
base,2,498,False
base,2,499,False
base,2,500,False
base,2,501,False
base,2,502,False
base,2,503,False
base,2,504,False
base,2,505,False
base,2,506,False
base,2,507,False
base,2,508,False
base,2,509,False
base,2,510,False
base,2,511,False
base,2,512,False
base,2,513,False
base,2,514,False
base,2,515,False
base,2,516,False
base,2,517,False
base,2,518,False
base,2,519,False
base,2,520,False
base,2,521,False
base,2,522,False
base,2,523,False
base,2,524,False
base,2,525,False
base,2,526,False
base,2,527,False
base,2,528,False
base,2,529,False
base,2,530,False
base,2,531,False
base,2,532,False
base,2,533,False
base,2,534,False
base,2,535,False
base,2,536,False
base,2,537,False
base,2,538,False
base,2,539,False
base,2,540,False
base,2,541,False
base,2,542,False
base,2,543,False
base,2,544,False
base,2,545,False
base,2,546,False
base,2,547,False
base,2,548,False
base,2,549,False
base,2,550,False
base,2,551,False
base,2,552,False
base,2,553,False
base,2,554,False
base,2,555,False
base,2,556,False
base,2,557,False
base,2,558,False
base,2,559,False
base,2,560,False
base,2,561,False
base,2,562,False
base,2,563,False
base,2,564,False
base,2,565,False
base,2,566,False
base,2,567,False
base,2,568,False
base,2,569,False
base,2,570,False
base,2,571,False
base,2,572,False
base,2,573,False
base,2,574,False
base,2,575,False
base,2,576,False
base,2,577,False
base,2,578,False
base,2,579,False
base,2,580,False
base,2,581,False
base,2,582,False
base,2,583,False
base,2,584,False
base,2,585,False
base,2,586,False
base,2,587,False
base,2,588,False
base,2,589,False
base,2,590,False
base,2,591,False
base,2,592,False
base,2,593,False
base,2,594,False
base,2,595,False
base,2,596,False
base,2,597,False
base,2,598,False
base,2,599,False
base,2,600,False
base,2,601,False
base,2,602,False
base,2,603,False
base,2,604,False
base,2,605,False
base,2,606,False
base,2,607,False
base,2,608,False
base,2,609,False
base,2,610,False
base,2,611,False
base,2,612,False
base,2,613,False
base,2,614,False
base,2,615,False
base,2,616,False
base,2,617,False
base,2,618,False
base,2,619,False
base,2,620,False
base,2,621,False
base,2,622,False
base,2,623,False
base,2,624,False
base,2,625,False
base,2,626,False
base,2,627,False
base,2,628,False
base,2,629,False
base,2,630,False
base,2,631,False
base,2,632,False
base,2,633,False
base,2,634,False
base,2,635,False
base,2,636,False
base,2,637,False
base,2,638,False
base,2,639,False
base,2,640,False
base,2,641,False
base,2,642,False
base,2,643,False
base,2,644,False
base,2,645,False
base,2,646,False
base,2,647,False
base,2,648,False
base,2,649,False
base,2,650,False
base,2,651,False
base,2,652,False
base,2,653,False
base,2,654,False
base,2,655,False
base,2,656,False
base,2,657,False
base,2,658,False
base,2,659,False
base,2,660,False
base,2,661,False
base,2,662,False
base,2,663,False
base,2,664,False
base,2,665,False
base,2,666,False
base,2,667,False
base,2,668,False
base,2,669,False
base,2,670,False
base,2,671,False
base,2,672,False
base,2,673,False
base,2,674,False
base,2,675,False
base,2,676,False
base,2,677,False
base,2,678,False
base,2,679,False
base,2,680,False
base,2,681,False
base,2,682,False
base,2,683,False
base,2,684,False
base,2,685,False
base,2,686,False
base,2,687,False
base,2,688,False
base,2,689,False
base,2,690,False
base,2,691,False
base,2,692,False
base,2,693,False
base,2,694,False
base,2,695,False
base,2,696,False
base,2,697,False
base,2,698,False
base,2,699,False
base,2,700,False
base,2,701,False
base,2,702,False
base,2,703,False
base,2,704,False
base,2,705,False
base,2,706,False
base,2,707,False
base,2,708,False
base,2,709,False
base,2,710,False
base,2,711,False
base,2,712,False
base,2,713,False
base,2,714,False
base,2,715,False
base,2,716,False
base,2,717,False
base,2,718,False
base,2,719,False
base,2,720,False
base,2,721,False
base,2,722,False
base,2,723,False
base,2,724,False
base,2,725,False
base,2,726,False
base,2,727,False
base,2,728,False
base,2,729,False
base,2,730,False
base,2,731,False
base,2,732,False
base,2,733,False
base,2,734,False
base,2,735,False
base,2,736,False
base,2,737,False
base,2,738,False
base,2,739,False
base,2,740,False
base,2,741,False
base,2,742,False
base,2,743,False
base,2,744,False
base,2,745,False
base,2,746,False
base,2,747,False
base,2,748,False
base,2,749,False
base,2,750,False
base,2,751,False
base,2,752,False
base,2,753,False
base,2,754,False
base,2,755,False
base,2,756,False
base,2,757,False
base,2,758,False
base,2,759,False
base,2,760,False
base,2,761,False
base,2,762,False
base,2,763,False
base,2,764,False
base,2,765,False
base,2,766,False
base,2,767,False
base,2,768,False
base,2,769,False
base,2,770,False
base,2,771,False
base,2,772,False
base,2,773,False
base,2,774,False
base,2,775,False
base,2,776,False
base,2,777,False
base,2,778,False
base,2,779,False
base,2,780,False
base,2,781,False
base,2,782,False
base,2,783,False
base,2,784,False
base,2,785,False
base,2,786,False
base,2,787,False
base,2,788,False
base,2,789,False
base,2,790,False
base,2,791,False
base,2,792,False
base,2,793,False
base,2,794,False
base,2,795,False
base,2,796,False
base,2,797,False
base,2,798,False
base,2,799,False
base,2,800,False
base,2,801,False
base,2,802,False
base,2,803,False
base,2,804,False
base,2,805,False
base,2,806,False
base,2,807,False
base,2,808,False
base,2,809,False
base,2,810,False
base,2,811,False
base,2,812,False
base,2,813,False
base,2,814,False
base,2,815,False
base,2,816,False
base,2,817,False
base,2,818,False
base,2,819,False
base,2,820,False
base,2,821,False
base,2,822,False
base,2,823,False
base,2,824,False
base,2,825,False
base,2,826,False
base,2,827,False
base,2,828,False
base,2,829,False
base,2,830,False
base,2,831,False
base,2,832,False
base,2,833,False
base,2,834,False
base,2,835,False
base,2,836,False
base,2,837,False
base,2,838,False
base,2,839,False
base,2,840,False
base,2,841,False
base,2,842,False
base,2,843,False
base,2,844,False
base,2,845,False
base,2,846,False
base,2,847,False
base,2,848,False
base,2,849,False
base,2,850,False
base,2,851,False
base,2,852,False
base,2,853,False
base,2,854,False
base,2,855,False
base,2,856,False
base,2,857,False
base,2,858,False
base,2,859,False
base,2,860,False
base,2,861,False
base,2,862,False
base,2,863,False
base,2,864,False
base,2,865,False
base,2,866,False
base,2,867,False
base,2,868,False
base,2,869,False
base,2,870,False
base,2,871,False
base,2,872,False
base,2,873,False
base,2,874,False
base,2,875,False
base,2,876,False
base,2,877,False
base,2,878,False
base,2,879,False
base,2,880,False
base,2,881,False
base,2,882,False
base,2,883,False
base,2,884,False
base,2,885,False
base,2,886,False
base,2,887,False
base,2,888,False
base,2,889,False
base,2,890,False
base,2,891,False
base,2,892,False
base,2,893,False
base,2,894,False
base,2,895,False
base,2,896,False
base,2,897,False
base,2,898,False
base,2,899,False
base,2,900,False
base,2,901,False
base,2,902,False
base,2,903,False
base,2,904,False
base,2,905,False
base,2,906,False
base,2,907,False
base,2,908,False
base,2,909,False
base,2,910,False
base,2,911,False
base,2,912,False
base,2,913,False
base,2,914,False
base,2,915,False
base,2,916,False
base,2,917,False
base,2,918,False
base,2,919,False
base,2,920,False
base,2,921,False
base,2,922,False
base,2,923,False
base,2,924,False
base,2,925,False
base,2,926,False
base,2,927,False
base,2,928,False
base,2,929,False
base,2,930,False
base,2,931,False
base,2,932,False
base,2,933,False
base,2,934,False
base,2,935,False
base,2,936,False
base,2,937,False
base,2,938,False
base,2,939,False
base,2,940,False
base,2,941,False
base,2,942,False
base,2,943,False
base,2,944,False
base,2,945,False
base,2,946,False
base,2,947,False
base,2,948,False
base,2,949,False
base,2,950,False
base,2,951,False
base,2,952,False
base,2,953,False
base,2,954,False
base,2,955,False
base,2,956,False
base,2,957,False
base,2,958,False
base,2,959,False
base,2,960,False
base,2,961,False
base,2,962,False
base,2,963,False
base,2,964,False
base,2,965,False
base,2,966,False
base,2,967,False
base,2,968,False
base,2,969,False
base,2,970,False
base,2,971,False
base,2,972,False
base,2,973,False
base,2,974,False
base,2,975,False
base,2,976,False
base,2,977,False
base,2,978,False
base,2,979,False
base,2,980,False
base,2,981,False
base,2,982,False
base,2,983,False
base,2,984,False
base,2,985,False
base,2,986,False
base,2,987,False
base,2,988,False
base,2,989,False
base,2,990,False
base,2,991,False
base,2,992,False
base,2,993,False
base,2,994,False
base,2,995,False
base,2,996,False
base,2,997,False
base,2,998,False
base,2,999,False
base,2,1000,False
base,2,1001,False
base,2,1002,False
base,2,1003,False
base,2,1004,False
base,2,1005,False
base,2,1006,False
base,2,1007,False
base,2,1008,False
base,2,1009,False
base,2,1010,False
base,2,1011,False
base,2,1012,False
base,2,1013,False
base,2,1014,False
base,2,1015,False
base,2,1016,False
base,2,1017,False
base,2,1018,False
base,2,1019,False
base,2,1020,False
base,2,1021,False
base,2,1022,False
base,2,1023,False
base,2,1024,False
base,2,1025,False
base,2,1026,False
base,2,1027,False
base,2,1028,False
base,2,1029,False
base,2,1030,False
base,2,1031,False
base,2,1032,False
base,2,1033,False
base,2,1034,False
base,2,1035,False
base,2,1036,False
base,2,1037,False
base,2,1038,False
base,2,1039,False
base,2,1040,False
base,2,1041,False
base,2,1042,False
base,2,1043,False
base,2,1044,False
base,2,1045,False
base,2,1046,False
base,2,1047,False
base,2,1048,False
base,2,1049,False
base,2,1050,False
base,2,1051,False
base,2,1052,False
base,2,1053,False
base,2,1054,False
base,2,1055,False
base,2,1056,False
base,2,1057,False
base,2,1058,False
base,2,1059,False
base,2,1060,False
base,2,1061,False
base,2,1062,False
base,2,1063,False
base,2,1064,False
base,2,1065,False
base,2,1066,False
base,2,1067,False
base,2,1068,False
base,2,1069,False
base,2,1070,False
base,2,1071,False
base,2,1072,False
base,2,1073,False
base,2,1074,False
base,2,1075,False
base,2,1076,False
base,2,1077,False
base,2,1078,False
base,2,1079,False
base,2,1080,False
base,2,1081,False
base,2,1082,False
base,2,1083,False
base,2,1084,False
base,2,1085,False
base,2,1086,False
base,2,1087,False
base,2,1088,False
base,2,1089,False
base,2,1090,False
base,2,1091,False
base,2,1092,False
base,2,1093,False
base,2,1094,False
base,2,1095,False
base,2,1096,False
base,2,1097,False
base,2,1098,False
base,2,1099,False
base,2,1100,False
base,2,1101,False
base,2,1102,False
base,2,1103,False
base,2,1104,False
base,2,1105,False
base,2,1106,False
base,2,1107,False
base,2,1108,False
base,2,1109,False
base,2,1110,False
base,2,1111,False
base,2,1112,False
base,2,1113,False
base,2,1114,False
base,2,1115,False
base,2,1116,False
base,2,1117,False
base,2,1118,False
base,2,1119,False
base,2,1120,False
base,2,1121,False
base,2,1122,False
base,2,1123,False
base,2,1124,False
base,2,1125,False
base,2,1126,False
base,2,1127,False
base,2,1128,False
base,2,1129,False
base,2,1130,False
base,2,1131,False
base,2,1132,False
base,2,1133,False
base,2,1134,False
base,2,1135,False
base,2,1136,False
base,2,1137,False
base,2,1138,False
base,2,1139,False
base,2,1140,False
base,2,1141,False
base,2,1142,False
base,2,1143,False
base,2,1144,False
base,2,1145,False
base,2,1146,False
base,2,1147,False
base,2,1148,False
base,2,1149,False
base,2,1150,False
base,2,1151,False
base,2,1152,False
base,2,1153,False
base,2,1154,False
base,2,1155,False
base,2,1156,False
base,2,1157,False
base,2,1158,False
base,2,1159,False
base,2,1160,False
base,2,1161,False
base,2,1162,False
base,2,1163,False
base,2,1164,False
base,2,1165,False
base,2,1166,False
base,2,1167,False
base,2,1168,False
base,2,1169,False
base,2,1170,False
base,2,1171,False
base,2,1172,False
base,2,1173,False
base,2,1174,False
base,2,1175,False
base,2,1176,False
base,2,1177,False
base,2,1178,False
base,2,1179,False
base,2,1180,False
base,2,1181,False
base,2,1182,False
base,2,1183,False
base,2,1184,False
base,2,1185,False
base,2,1186,False
base,2,1187,False
base,2,1188,False
base,2,1189,False
base,2,1190,False
base,2,1191,False
base,2,1192,False
base,2,1193,False
base,2,1194,False
base,2,1195,False
base,2,1196,False
base,2,1197,False
base,2,1198,False
base,2,1199,False
base,2,1200,False
base,2,1201,False
base,2,1202,False
base,2,1203,False
base,2,1204,False
base,2,1205,False
base,2,1206,False
base,2,1207,False
base,2,1208,False
base,2,1209,False
base,2,1210,False
base,2,1211,False
base,2,1212,False
base,2,1213,False
base,2,1214,False
base,2,1215,False
base,2,1216,False
base,2,1217,False
base,2,1218,False
base,2,1219,False
base,2,1220,False
base,2,1221,False
base,2,1222,False
base,2,1223,False
base,2,1224,False
base,2,1225,False
base,2,1226,False
base,2,1227,False
base,2,1228,False
base,2,1229,False
base,2,1230,False
base,2,1231,False
base,2,1232,False
base,2,1233,False
base,2,1234,False
base,2,1235,False
base,2,1236,False
base,2,1237,False
base,2,1238,False
base,2,1239,False
base,2,1240,False
base,2,1241,False
base,2,1242,False
base,2,1243,False
base,2,1244,False
base,2,1245,False
base,2,1246,False
base,2,1247,False
base,2,1248,False
base,2,1249,False
base,2,1250,False
base,2,1251,False
base,2,1252,False
base,2,1253,False
base,2,1254,False
base,2,1255,False
base,2,1256,False
base,2,1257,False
base,2,1258,False
base,2,1259,False
base,2,1260,False
base,2,1261,False
base,2,1262,False
base,2,1263,False
base,2,1264,False
base,2,1265,False
base,2,1266,False
base,2,1267,False
base,2,1268,False
base,2,1269,False
base,2,1270,False
base,2,1271,False
base,2,1272,False
base,2,1273,False
base,2,1274,False
base,2,1275,False
base,2,1276,False
base,2,1277,False
base,2,1278,False
base,2,1279,False
base,2,1280,False
base,2,1281,False
base,2,1282,False
base,2,1283,False
base,2,1284,False
base,2,1285,False
base,2,1286,False
base,2,1287,False
base,2,1288,False
base,2,1289,False
base,2,1290,False
base,2,1291,False
base,2,1292,False
base,2,1293,False
base,2,1294,False
base,2,1295,False
base,2,1296,False
base,2,1297,False
base,2,1298,False
base,2,1299,False
base,2,1300,False
base,2,1301,False
base,2,1302,False
base,2,1303,False
base,2,1304,False
base,2,1305,False
base,2,1306,False
base,2,1307,False
base,2,1308,False
base,2,1309,False
base,2,1310,False
base,2,1311,False
base,2,1312,False
base,2,1313,False
base,2,1314,False
base,2,1315,False
base,2,1316,False
base,2,1317,False
base,2,1318,False
base,2,1319,False
base,2,1320,False
base,2,1321,False
base,2,1322,False
base,2,1323,False
base,2,1324,False
base,2,1325,False
base,2,1326,False
base,2,1327,False
base,2,1328,False
base,2,1329,False
base,2,1330,False
base,2,1331,False
base,2,1332,False
base,2,1333,False
base,2,1334,False
base,2,1335,False
base,2,1336,False
base,2,1337,False
base,2,1338,False
base,2,1339,False
base,2,1340,False
base,2,1341,False
base,2,1342,False
base,2,1343,False
base,2,1344,False
base,2,1345,False
base,2,1346,False
base,2,1347,False
base,2,1348,False
base,2,1349,False
base,2,1350,False
base,2,1351,False
base,2,1352,False
base,2,1353,False
base,2,1354,False
base,2,1355,False
base,2,1356,False
base,2,1357,False
base,2,1358,False
base,2,1359,False
base,2,1360,False
base,2,1361,False
base,2,1362,False
base,2,1363,False
base,2,1364,False
base,2,1365,False
base,2,1366,False
base,2,1367,False
base,2,1368,False
base,2,1369,False
base,2,1370,False
base,2,1371,False
base,2,1372,False
base,2,1373,False
base,2,1374,False
base,2,1375,False
base,2,1376,False
base,2,1377,False
base,2,1378,False
base,2,1379,False
base,2,1380,False
base,2,1381,False
base,2,1382,False
base,2,1383,False
base,2,1384,False
base,2,1385,False
base,2,1386,False
base,2,1387,False
base,2,1388,False
base,2,1389,False
base,2,1390,False
base,2,1391,False
base,2,1392,False
base,2,1393,False
base,2,1394,False
base,2,1395,False
base,2,1396,False
base,2,1397,False
base,2,1398,False
base,2,1399,False
base,2,1400,False
base,2,1401,False
base,2,1402,False
base,2,1403,False
base,2,1404,False
base,2,1405,False
base,2,1406,False
base,2,1407,False
base,2,1408,False
base,2,1409,False
base,2,1410,False
base,2,1411,False
base,2,1412,False
base,2,1413,False
base,2,1414,False
base,2,1415,False
base,2,1416,False
base,2,1417,False
base,2,1418,False
base,2,1419,False
base,2,1420,False
base,2,1421,False
base,2,1422,False
base,2,1423,False
base,2,1424,False
base,2,1425,False
base,2,1426,False
base,2,1427,False
base,2,1428,False
base,2,1429,False
base,2,1430,False
base,2,1431,False
base,2,1432,False
base,2,1433,False
base,2,1434,False
base,2,1435,False
base,2,1436,False
base,2,1437,False
base,2,1438,False
base,2,1439,False
base,2,1440,False
base,2,1441,False
base,2,1442,False
base,2,1443,False
base,2,1444,False
base,2,1445,False
base,2,1446,False
base,2,1447,False
base,2,1448,False
base,2,1449,False
base,2,1450,False
base,2,1451,False
base,2,1452,False
base,2,1453,False
base,2,1454,False
base,2,1455,False
base,2,1456,False
base,2,1457,False
base,2,1458,False
base,2,1459,False
base,2,1460,False
base,2,1461,False
base,2,1462,False
base,2,1463,False
base,2,1464,False
base,2,1465,False
base,2,1466,False
base,2,1467,False
base,2,1468,False
base,2,1469,False
base,2,1470,False
base,2,1471,False
base,2,1472,False
base,2,1473,False
base,2,1474,False
base,2,1475,False
base,2,1476,False
base,2,1477,False
base,2,1478,False
base,2,1479,False
base,2,1480,False
base,2,1481,False
base,2,1482,False
base,2,1483,False
base,2,1484,False
base,2,1485,False
base,2,1486,False
base,2,1487,False
base,2,1488,False
base,2,1489,False
base,2,1490,False
base,2,1491,False
base,2,1492,False
base,2,1493,False
base,2,1494,False
base,2,1495,False
base,2,1496,False
base,2,1497,False
base,2,1498,False
base,2,1499,False
base,3,0,False
base,3,1,False
base,3,2,False
base,3,3,False
base,3,4,False
base,3,5,False
base,3,6,False
base,3,7,False
base,3,8,False
base,3,9,False
base,3,10,False
base,3,11,False
base,3,12,False
base,3,13,False
base,3,14,False
base,3,15,False
base,3,16,False
base,3,17,False
base,3,18,False
base,3,19,False
base,3,20,False
base,3,21,False
base,3,22,False
base,3,23,False
base,3,24,False
base,3,25,False
base,3,26,False
base,3,27,False
base,3,28,False
base,3,29,False
base,3,30,False
base,3,31,False
base,3,32,False
base,3,33,False
base,3,34,False
base,3,35,False
base,3,36,False
base,3,37,False
base,3,38,False
base,3,39,False
base,3,40,False
base,3,41,False
base,3,42,False
base,3,43,False
base,3,44,False
base,3,45,False
base,3,46,False
base,3,47,False
base,3,48,False
base,3,49,False
base,3,50,False
base,3,51,False
base,3,52,False
base,3,53,False
base,3,54,False
base,3,55,False
base,3,56,False
base,3,57,False
base,3,58,False
base,3,59,False
base,3,60,False
base,3,61,False
base,3,62,False
base,3,63,False
base,3,64,False
base,3,65,False
base,3,66,False
base,3,67,False
base,3,68,False
base,3,69,False
base,3,70,False
base,3,71,False
base,3,72,False
base,3,73,False
base,3,74,False
base,3,75,False
base,3,76,False
base,3,77,False
base,3,78,False
base,3,79,False
base,3,80,False
base,3,81,False
base,3,82,False
base,3,83,False
base,3,84,False
base,3,85,False
base,3,86,False
base,3,87,False
base,3,88,False
base,3,89,False
base,3,90,False
base,3,91,False
base,3,92,False
base,3,93,False
base,3,94,False
base,3,95,False
base,3,96,False
base,3,97,False
base,3,98,False
base,3,99,False
base,3,100,False
base,3,101,False
base,3,102,False
base,3,103,False
base,3,104,False
base,3,105,False
base,3,106,False
base,3,107,False
base,3,108,False
base,3,109,False
base,3,110,False
base,3,111,False
base,3,112,False
base,3,113,False
base,3,114,False
base,3,115,False
base,3,116,False
base,3,117,False
base,3,118,False
base,3,119,False
base,3,120,False
base,3,121,False
base,3,122,False
base,3,123,False
base,3,124,False
base,3,125,False
base,3,126,False
base,3,127,False
base,3,128,False
base,3,129,False
base,3,130,False
base,3,131,False
base,3,132,False
base,3,133,False
base,3,134,False
base,3,135,False
base,3,136,False
base,3,137,False
base,3,138,False
base,3,139,False
base,3,140,False
base,3,141,False
base,3,142,False
base,3,143,False
base,3,144,False
base,3,145,False
base,3,146,False
base,3,147,False
base,3,148,False
base,3,149,False
base,3,150,False
base,3,151,False
base,3,152,False
base,3,153,False
base,3,154,False
base,3,155,False
base,3,156,False
base,3,157,False
base,3,158,False
base,3,159,False
base,3,160,False
base,3,161,False
base,3,162,False
base,3,163,False
base,3,164,False
base,3,165,False
base,3,166,False
base,3,167,False
base,3,168,False
base,3,169,False
base,3,170,False
base,3,171,False
base,3,172,False
base,3,173,False
base,3,174,False
base,3,175,False
base,3,176,False
base,3,177,False
base,3,178,False
base,3,179,False
base,3,180,False
base,3,181,False
base,3,182,False
base,3,183,False
base,3,184,False
base,3,185,False
base,3,186,False
base,3,187,False
base,3,188,False
base,3,189,False
base,3,190,False
base,3,191,False
base,3,192,False
base,3,193,False
base,3,194,False
base,3,195,False
base,3,196,False
base,3,197,False
base,3,198,False
base,3,199,False
base,3,200,False
base,3,201,False
base,3,202,False
base,3,203,False
base,3,204,False
base,3,205,False
base,3,206,False
base,3,207,False
base,3,208,False
base,3,209,False
base,3,210,False
base,3,211,False
base,3,212,False
base,3,213,False
base,3,214,False
base,3,215,False
base,3,216,False
base,3,217,False
base,3,218,False
base,3,219,False
base,3,220,False
base,3,221,False
base,3,222,False
base,3,223,False
base,3,224,False
base,3,225,False
base,3,226,False
base,3,227,False
base,3,228,False
base,3,229,False
base,3,230,False
base,3,231,False
base,3,232,False
base,3,233,False
base,3,234,False
base,3,235,False
base,3,236,False
base,3,237,False
base,3,238,False
base,3,239,False
base,3,240,False
base,3,241,False
base,3,242,False
base,3,243,False
base,3,244,False
base,3,245,False
base,3,246,False
base,3,247,False
base,3,248,False
base,3,249,False
base,3,250,False
base,3,251,False
base,3,252,False
base,3,253,False
base,3,254,False
base,3,255,False
base,3,256,False
base,3,257,False
base,3,258,False
base,3,259,False
base,3,260,False
base,3,261,False
base,3,262,False
base,3,263,False
base,3,264,False
base,3,265,False
base,3,266,False
base,3,267,False
base,3,268,False
base,3,269,False
base,3,270,False
base,3,271,False
base,3,272,False
base,3,273,False
base,3,274,False
base,3,275,False
base,3,276,False
base,3,277,False
base,3,278,False
base,3,279,False
base,3,280,False
base,3,281,False
base,3,282,False
base,3,283,False
base,3,284,False
base,3,285,False
base,3,286,False
base,3,287,False
base,3,288,False
base,3,289,False
base,3,290,False
base,3,291,False
base,3,292,False
base,3,293,False
base,3,294,False
base,3,295,False
base,3,296,False
base,3,297,False
base,3,298,False
base,3,299,False
base,3,300,False
base,3,301,False
base,3,302,False
base,3,303,False
base,3,304,False
base,3,305,False
base,3,306,False
base,3,307,False
base,3,308,False
base,3,309,False
base,3,310,False
base,3,311,False
base,3,312,False
base,3,313,False
base,3,314,False
base,3,315,False
base,3,316,False
base,3,317,False
base,3,318,False
base,3,319,False
base,3,320,False
base,3,321,False
base,3,322,False
base,3,323,False
base,3,324,False
base,3,325,False
base,3,326,False
base,3,327,False
base,3,328,False
base,3,329,False
base,3,330,False
base,3,331,False
base,3,332,False
base,3,333,False
base,3,334,False
base,3,335,False
base,3,336,False
base,3,337,False
base,3,338,False
base,3,339,False
base,3,340,False
base,3,341,False
base,3,342,False
base,3,343,False
base,3,344,False
base,3,345,False
base,3,346,False
base,3,347,False
base,3,348,False
base,3,349,False
base,3,350,False
base,3,351,False
base,3,352,False
base,3,353,False
base,3,354,False
base,3,355,False
