"scenario","n_test","clusters","log_score_difference","ci_lower","ci_upper","referent_coverage90","pcntoolkit_coverage90","referent_mace","pcntoolkit_mace","referent_tail05","pcntoolkit_tail05","calibration_pass","classification"
"skew_heavy",501,501,0.342340996319524,0.260685920184386,0.429355628585133,0.890219560878243,0.92814371257485,0.00918163672654691,0.056686626746507,0.0598802395209581,0.0598802395209581,TRUE,"superior"
